'ai'xin'hui'guo 爱信慧国
'qing'shan'qiao 青山桥
'qing'shao'nian'gong 青少年宫
'qing'shao'nian'huo'dong'zhong'xin 青少年活动中心
'qing'shi'miao 青石庙
'qing'tai'li'jiao'qiao 清泰立交桥
'qing'tong'li 青铜里
'qing'xi'yi'lu'jiang'dong'wu'lu'kou 青西一路江东五路口
'qiu'chang'lu'kou 球场路口
'qiu'jia'dou 裘家阧
'qiu'jia'wu 邱家坞
'qiu'kou'ba 湫口坝
'qiu'shan'cai'chang 邱山菜场
'qiu'shan'da'jie'jing'xing'guan'lu'kou 邱山大街景星观路口
'qiu'shan'lu'kou 邱山路口
'qiu'shan'xiao'qu 邱山小区
'qiu'shi'cun 求是村
'qiu'shi'lu 求是路
'qiu'shi'xiao'xue'yu'quan'xiao'qu 求是小学玉泉校区
'qiu'tao'lu 秋涛路
'qiu'tao'lu'tian'cheng'lu'kou 秋涛路天城路口
'qiu'tao'zhi'lu 秋涛支路
'qiu'yue'lu 秋月路
'qiu'yue'she'qu 秋月社区
'qu'jiang'lu'fu'chun'jiang'lu'kou 衢江路富春江路口
'qu'jiang'lu'fu'chun'lu'kou 衢江路富春路口
'qu'min'bing'xun'lian'ji'di 区民兵训练基地
'qu'wei'dang'xiao 区委党校
'qu'zhou'jie'dong 衢州街东
'qu'zong'gong'hui 区总工会
'quan'cheng'wu 全城坞
'quan'cheng'wu'lu'kou 全城坞路口
'quan'keng 泉坑
'quan'min'cun 全民村
'quan'zhang'bei 泉漳北
'quan'zhang'nan 泉漳南
'que'shan'ling'qiao 雀山岭桥
'qun'jian'cun 群建村
'qun'jian'zha'kou 群建闸口
'qun'yi'cun 群益村
'qun'yi'cun 群谊村
'rao'cheng'lu'kou 绕城路口
'rao'cheng'xia'sha'ru'kou 绕城下沙入口
're'dian'chang 热电厂
're'shui'gang'qiao 热水港桥
'ren'an'qiao 仁安桥
'ren'cai'shi'chang 人才市场
'ren'he'che'zhan 仁和车站
'ren'he'da'dao 仁和大道
'ren'he'da'dao'dong'xi'da'dao'kou 仁和大道东西大道口
'ren'he'da'sha 仁和大厦
'ren'he'gong'jiao'zhan 仁和公交站
'ren'he'gong'ye'qu 仁和工业区
'ren'he'zhen'zheng'fu 仁和镇政府
'ren'he'zhong'xue 仁和中学
'ren'jia'yuan 任家园
'ren'min'da'dao'gong'jiao'zhan 人民大道公交站
'ren'min'da'dao'shi'ji'da'dao'kou 人民大道世纪大道口
'ren'min'fa'yuan 人民法院
'ren'min'guang'chang 人民广场
'ren'min'guang'chang'dong 人民广场东
'ren'min'guang'chang'nan 人民广场南
'ren'min'guang'chang'xi 人民广场西
'ren'min'lu'kou 人民路口
'ren'min'lu'yu'mei'shi'lu'kou 人民路浴美施路口
'ren'min'shu'dian'zong'bu 人民书店总部
'ren'min'yi'yuan 人民医院
'ren'min'yin'hang 人民银行
'ren'qiao 仁桥
'ren'qiao'bei 仁桥北
'ri'hui'xin'cun 日晖新村
'rong'da 容大
'rong'da'yu'rong'gong'si 荣达羽绒公司
'rong'he'ba 荣河坝
'rong'xing'cun 荣星村
'rong'xing'she'qu 荣星社区
'ru'jia'dou 茹家斗
'ru'jia'qiao 茹家桥
'ru'song'cun'wei 如松村委
'ru'yi'jian 如意尖
'ruan'jia'fan 阮家畈
'ruan'jia'qiao 阮家桥
'ruan'shui'wan 阮水湾
'rui'feng'si 瑞丰寺
'rui'peng'ji'dian 瑞鹏机电
'run'da'hua'yuan 润达花园
'sai'bo'gong'chang 赛博工厂
'sai'bo'gong'chang 赛博工场
'san'ba 三坝
'san'bao 三堡
'san'bao'chuan'zha 三堡船闸
'san'bao'jia'yuan 三堡家园
'san'cha'cun 三叉村
'san'cha'lu'cun'wei 三岔路村委
'san'cun'cun 三村村
'san'dun 三墩
'san'dun'bai'si'qiao 三墩白寺桥
'san'dun'chang'qiao 三墩长桥
'san'dun'lu 三墩路
'san'dun'zhang'jia'qiao 三墩章家桥
'san'dun'zhen'zheng'fu 三墩镇政府
'san'feng'cun 三峰村
'san'gong'yuan 三公园
'san'guan'tang 三官堂
'san'guan'tang 三官塘
'san'hao'lu'liu'hao'da'jie 三号路六号大街
'san'hao'lu'liu'hao'da'jie'kou 三号路六号大街口
'san'hao'qiao 三号桥
'san'hao'zha 三号闸
'san'hong'ji'tuan 三弘集团
'san'jia'cun 三家村
'san'jiang 三江
'san'jiang'cun'wei 三江村委
'san'jiang'hua'yuan 三江花园
'san'jiang'kou 三江口
'san'jiang'kou'nan 三江口南
'san'jiao'cun 三角村
'san'lang'miao 三廊庙
'san'li'fang'zhi'chang 三利纺织厂
'san'li'jia'yuan'san'qu 三里家园三区
'san'li'lan'yuan'dong'men 三里兰苑东门
'san'li'lan'yuan'nan'men 三里兰苑南门
'san'li'ting 三里亭
'san'li'ting'gong'jiao'zhan 三里亭公交站
'san'li'ting'yuan'si'qu 三里亭苑四区
'san'li'ting'yuan'yi'qu 三里亭苑一区
'san'li'yang 三里洋
'san'lian 三联
'san'lian'cun 三联村
'san'qiao'nan'an 三桥南岸
'san'quan'wang 三泉王
'san'tai'shan'jing'qu 三台山景区
'san'tang'gui'yuan 三塘桂园
'san'tang'lan'yuan 三塘兰园
'san'tang'nan'cun 三塘南村
'san'tang'wen'yuan 三塘汶苑
'san'tang'wen'yuan'xi 三塘汶园西
'san'tang'xiao'qu 三塘小区
'san'tang'ying'yuan 三塘樱园
'san'tang'zhu'yuan 三塘竹苑
'san'tiao'ba 三条坝
'san'wei'cun 三卫村
'san'xin'lu 三新路
'san'xin'lu'feng'qi'dong'lu'kou 三新路凤起东路口
'san'xing'cun 三星村
'san'xing'qi'ye 三星企业
'san'xing'qiao 三星桥
'san'yi 三义
'san'yi'xian'wan'xiang'lu'kou 三益线万向路口
'san'ying'cun 三盈村
'san'ying'hua'gong 三鹰化工
'sang'jia'qiao 桑家桥
'sen'lin'gong'yuan 森林公园
'sha'cun'lu'kou 沙村路口
'sha'keng'li 沙坑里
'sha'ni'tang 沙泥塘
'sha'ni'tang'bei 沙泥塘北
'sha'po'qiao 沙婆桥
'sha'tang'fan 沙塘畈
'sha'tian'li 沙田里
'sha'zi'qiao 沙子桥
'shan'bei'cun 山北村
'shan'er'cun 山二村
'shan'gou'gou 山沟沟
'shan'he'cun 山河村
'shan'he'cun'xi 山河村西
'shan'he'gang 山河港
'shan'he'hua'yuan 山河花园
'shan'hou'cun 山后村
'shan'hu'sha 珊瑚沙
'shan'hu'sha'jia'yuan 珊瑚沙家园
'shan'hu'sha'shui'ku 珊瑚沙水库
'shan'li'shen 山里沈
'shan'li'wang 山里王
'shan'mao'wu 山茅坞
'shan'mo'zhi 山末址
'shan'mo'zhi'cun 山末址村
'shan'nan'fu'cun 山南富村
'shan'nan'ling'yuan 山南陵园
'shan'nan'lu'kou 山南路口
'shan'po'shi 山坡石
'shan'qian'xu 山前许
'shan'qiao 山桥
'shan'quan'wang 山泉王
'shan'shui'yuan 山水苑
'shan'wu 山五
'shan'xi'yuan'lu'kou 山西园路口
'shan'xia'wang 山下王
'shan'xian'ba 善贤坝
'shan'xian'cun 善贤村
'shan'xian'she'qu 善贤社区
'shan'yi'cun 山一村
'shan'yi'cun 山义村
'shan'zhuang'qiao 栅庄桥
'shan'zhuang'qiao'cun'wei 栅庄桥村委
'shang'bao 上堡
'shang'bu 上埠
'shang'cheng'dai 上城埭
'shang'cheng'dai'dong 上城埭东
'shang'cheng'hua'yuan 商城花园
'shang'cun 商村
'shang'dong 上东
'shang'dong'cun 上东村
'shang'fan'lu'kou 上畈路口
'shang'fen'shan 上坟山
'shang'gao 上高
'shang'heng'shan 上横山
'shang'hu'lu'kou 上湖路口
'shang'hu'xi 上湖西
'shang'jin'cun 上金村
'shang'keng'wu 上坑坞
'shang'man'jue'long 上满觉陇
'shang'mao'cheng 商贸城
'shang'mao'jie'ba'ke'xian'lu'kou 商贸街八柯线路口
'shang'mao'lu'de'sheng'lu'kou 商贸路德胜路口
'shang'mao'qiao 商贸桥
'shang'men 上门
'shang'ning'qiao 上宁桥
'shang'pan'long'qiao 上蟠龙桥
'shang'pan'tang 上潘塘
'shang'quan 上泉
'shang'sha'lu'xue'yuan'jie'kou 上沙路学源街口
'shang'shao'lu 上绍路
'shang'shi'cun 上仕村
'shang'tang'lu 上塘路
'shang'tang'lu'kou 上塘路口
'shang'tang'lu'shao'xing'lu'kou 上塘路绍兴路口
'shang'tang'lu'xiang'ji'si'lu'kou 上塘路香积寺路口
'shang'tang'lu'zhou'shan'lu'kou 上塘路舟山路口
'shang'wen'shan 上文山
'shang'xia'dai 上下戴
'shang'xin'qiao 上新桥
'shang'xing'miao 上兴庙
'shang'yan'wu 上燕坞
'shang'ye'cheng 商业城
'shang'ye'cheng'xi 商业城西
'shang'yin'wu 上引坞
'shang'you'qiao 上游桥
'shang'zhu'shan 上竹山
'shang'zhuang'cun 上庄村
'shang'zhuang'qiao'tou 上庄桥头
'shao'er'gong'yuan 少儿公园
'shao'jia'ba'cun'wei 邵家坝村委
'shao'jia'fan 邵家畈
'shao'jia'lao'qiao 邵家老桥
'shao'jia'qiao 邵家桥
'shao'jia'ta 邵家塔
'shao'jia'tang 邵家塘
'shao'jia'xin'nong'cun 邵家新农村
'shao'mu'qiao 邵母桥
'shao'nian'gong 少年宫
'shao'wu 邵坞
'shao'xing'lu 绍兴路
'shao'xing'lu'bei'kou 绍兴路北口
'shao'xing'lu'de'sheng'lu'kou 绍兴路德胜路口
'shao'xing'lu'kou 绍兴路口
'shao'xing'sha 绍兴沙
'shao'xing'xin'cun 绍兴新村
'shao'xing'zhi'lu 绍兴支路
'she'hang'zhen'gong'shang'ju 佘杭镇工商局
'she'hang'zhen'gong'shang'suo 佘杭镇工商所
'she'hang'zhen'jiao'jing'zhong'dui 佘杭镇交警中队
'shen'ban'lu'kou 沈半路口
'shen'cun 沈村
'shen'cun'xin'yong'she 沈村信用社
'shen'da'qiao 申达桥
'shen'hua'lu'dong'kou 申花路东口
'shen'hua'lu'gu'dun'lu'kou 申花路古墩路口
'shen'hua'lu'yi'le'lu'kou 申花路益乐路口
'shen'jia'bang 沈家浜
'shen'jia'cun 沈家村
'shen'jia'dai'cha'kou 沈家埭叉口
'shen'jia'dian 沈家店
'shen'jia'lu'bai'shi'lu'kou 沈家路白石路口
'shen'jia'lu'dong'xin'lu'kou 沈家路东新路口
'shen'jia'qiao 沈家桥
'shen'jia'wu 沈家坞
'shen'liu'qiao 申流桥
'shen'tang'qiao 沈塘桥
'shen'tang'wan 沈塘湾
'sheng'ao'jia'ju 圣奥家具
'sheng'chan'wan'qiao 生产湾桥
'sheng'chan'wan'qiao'tou 生产湾桥头
'sheng'chang'tu'chuan'shu'ju 省长途传输局
'sheng'dao'dong'fu'xian'kou 省道东复线口
'sheng'dao'he'mu'lu'kou 省道和睦路口
'sheng'dao'kou 省道口
'sheng'dao'ning'qiao'da'dao'kou 省道宁桥大道口
'sheng'dao'wu'zhou'lu'kou 省道五洲路口
'sheng'di'liu'jian'yu 省第六监狱
'sheng'dian'da 省电大
'sheng'dong'cun 盛东村
'sheng'fu'da'lou 省府大楼
'sheng'fu'da'lou'dong 省府大楼东
'sheng'fu'da'lou'xi 省府大楼西
'sheng'fu'lu 省府路
'sheng'fu'lu'mi'tuo'si'lu'kou 省府路弥陀寺路口
'sheng'hai'yang'yu'ye'ju 省海洋渔业局
'sheng'jia 盛家
'sheng'jia'lu'gong'jiao'zhan 胜稼路公交站
'sheng'jia'lu'yi'xi 胜稼路以西
'sheng'jia'lu'yin'bao'jie'kou 胜稼路银堡街口
'sheng'jia'xi 盛家溪
'sheng'jian'yu'guan'li'ju 省监狱管理局
'sheng'jiao'tong'xue'yuan 省交通学院
'sheng'jing'shen'bing'yan'jiu'suo 省精神病研究所
'sheng'le'cun 盛乐村
'sheng'li'ju'yuan 胜利剧院
'sheng'li'xin'cun 胜利新村
'sheng'neng'yuan'yan'jiu'suo 省能源研究所
'sheng'nong'ke'yuan 省农科院
'sheng'nong'ye'ke'ji'yuan 省农业科技园
'sheng'qing'chun'yi'yuan 省青春医院
'sheng'ren'min'yi'yuan 省人民医院
'sheng'shao'guan'suo 省少管所
'sheng'tang'ba'zu 圣堂八组
'sheng'tang'he 圣塘河
'sheng'tang'si'zu 圣堂四组
'sheng'tang'tou 圣塘头
'sheng'wei'dang'xiao 省委党校
'sheng'wei'dang'xiao'cang'qian'xiao'qu 省委党校仓前校区
'sheng'xin'hua'yi'yuan 省新华医院
'sheng'zhong'cun 盛中村
'sheng'zhong'cun'xi 盛中村西
'shi'an'bang 施安浜
'shi'ba 石坝
'shi'ba'hao'da'jie'er'shi'yi'hao'lu'kou 十八号大街二十一号路口
'shi'ba'hao'da'jie'ling'hao'lu'kou 十八号大街零号路口
'shi'ba'hao'da'jie'san'hao'lu'kou 十八号大街三号路口
'shi'bei'cai'chang 市北菜场
'shi'bei'ji'ti'gong'yu 市北集体公寓
'shi'bei'pai'chu'suo 市北派出所
'shi'bi 石壁
'shi'cheng'jian'dang'an'guan 市城建档案馆
'shi'dai'da'dao'bei'kou 时代大道北口
'shi'dai'da'dao'qiu'yi'lu'kou 时代大道秋溢路口
'shi'dai'da'dao'shan'he'lu'kou 时代大道山河路口
'shi'dai'da'dao'wen'xing'lu'kou 时代大道闻兴路口
'shi'dai'guang'chang 时代广场
'shi'dang'an'guan 市档案馆
'shi'di'san'yi'yuan 市第三医院
'shi'dian'li'ju 市电力局
'shi'er'bao 十二堡
'shi'er'hao'da'jie'shi'jiu'hao'lu'kou 十二号大街十九号路口
'shi'er'hao'da'jie'shi'yi'hao'lu'kou 十二号大街十一号路口
'shi'er'yi'yuan 市二医院
'shi'fu'da'lou 市府大楼
'shi'hao'da'jie'er'shi'qi'hao'lu'kou 十号大街二十七号路口
'shi'hao'da'jie'er'shi'yi'hao'lu'kou 十号大街二十一号路口
'shi'hao'da'jie'wu'hao'lu'kou 十号大街五号路口
'shi'hong'hui'yi'yuan 市红会医院
'shi'hong'hui'yi'yuan'bei 市红会医院北
'shi'hui'ba 石灰坝
'shi'hui'qiao 石灰桥
'shi'ji'da'dao'bei 世纪大道北
'shi'ji'da'dao'hong'shi'wu'xian'lu'kou 世纪大道红十五线路口
'shi'ji'da'dao'jiang'dong'er'lu'kou 世纪大道江东二路口
'shi'ji'da'dao'lin'jiang'da'dao'lu'kou 世纪大道临江大道路口
'shi'ji'da'dao'tang'xin'xian'lu'kou 世纪大道塘新线路口
'shi'ji'da'dao'wang'mei'lu'kou 世纪大道望梅路口
'shi'ji'da'dao'wei'ba'lu'kou 世纪大道纬八路口
'shi'ji'da'dao'wei'shi'yi'lu'kou 世纪大道纬十一路口
'shi'ji'gong'yuan 世纪公园
'shi'ji'jia'yuan 世纪嘉园
'shi'ji'lian'hua'hua'shang'dian 世纪联华华商店
'shi'ji'lian'hua'nan'huan'lu'dian 世纪联华南环路店
'shi'ji'long'zhuang'shi'cheng 世纪龙装饰城
'shi'jia'du 施家渡
'shi'jia'dun 施家墩
'shi'jia'qiao 史家桥
'shi'jia'qiao 施家桥
'shi'jia'qiao'she'qu 施家桥社区
'shi'jia'shan 施家山
'shi'jia'wan 施家湾
'shi'jia'wu 施家坞
'shi'jiao'jing'zhi'dui 市交警支队
'shi'jin'xiao'xue 石锦小学
'shi'jing'xiao'xue 石镜小学
'shi'jiu'hao'lu'er'shi'si'hao'da'jie'kou 十九号路二十四号大街口
'shi'jiu'hao'lu'liu'hao'da'jie'kou 十九号路六号大街口
'shi'jiu'hao'lu'shi'hao'da'jie'kou 十九号路十号大街口
'shi'lai 石濑
'shi'lai'cun'wei 石濑村委
'shi'lian'ting 石莲亭
'shi'liang'qiao 石梁桥
'shi'liu'hao'da'jie'er'shi'wu'hao'lu'kou 十六号大街二十五号路口
'shi'liu'hao'da'jie'ling'hao'lu'kou 十六号大街零号路口
'shi'liu'hao'da'jie'san'hao'lu'kou 十六号大街三号路口
'shi'liu'hao'da'jie'shi'yi'hao'lu'kou 十六号大街十一号路口
'shi'liu'hao'da'jie'wu'hao'lu'kou 十六号大街五号路口
'shi'liu'yi'yuan 市六医院
'shi'ma 石马
'shi'ma'cun 石马村
'shi'ma'qiao 石马桥
'shi'ma'tou 石马头
'shi'ma'tou'nan 石马头南
'shi'mao'bu'yi'cheng 世贸布艺城
'shi'men 石门
'shi'men'wang 石门王
'shi'min'zhi'jia 市民之家
'shi'min'zhong'xin 市民中心
'shi'min'zhong'xin'bei'da'men 市民中心北大门
'shi'min'zhong'xin'xi'da'men 市民中心西大门
'shi'mu'tian 十亩田
'shi'niang'tang 师娘堂
'shi'qi'hao'lu'er'shi'hao'da'jie'kou 十七号路二十号大街口
'shi'qi'yi'yuan 市七医院
'shi'qian 石前
'shi'qian'qiao 石前桥
'shi'qiao 石桥
'shi'qiao'cun 石桥村
'shi'qiao'gong'jiao'ting'che'chang 石桥公交停车场
'shi'qiao'he'mao'yi'zhong'xin 施桥河贸易中心
'shi'qiao'li'jiao 石桥立交
'shi'qiao'lu 石桥路
'shi'qiao'lu'shi'xiang'lu'kou 石桥路石祥路口
'shi'qiao'tou 石桥头
'shi'ran'qi'ji'tuan 市燃气集团
'shi'ren'cai'shi'chang 市人才市场
'shi'san'fang'tong'jia'shan 十三房童家山
'shi'san'hao'lu'er'shi'er'hao'da'jie'kou 十三号路二十二号大街口
'shi'san'hao'lu'er'shi'hao'da'jie'kou 十三号路二十号大街口
'shi'san'yi'yuan 市三医院
'shi'san'yi'yuan'bei 市三医院北
'shi'shan 石山
'shi'shan'lu 狮山路
'shi'shan'lu'feng'xin'lu'kou 狮山路凤新路口
'shi'si'bao 十四堡
'shi'si'hao'da'jie'shi'yi'hao'lu'kou 十四号大街十一号路口
'shi'si'zhong 十四中
'shi'tang 石塘
'shi'tang'dong'lu'hang'hai'lu'kou 石塘东路杭海路口
'shi'ti'yu'guan 市体育馆
'shi'wai'tao'yuan 世外桃源
'shi'wei'dang'xiao 市委党校
'shi'wu 市坞
'shi'wu'bao 十五堡
'shi'wu'dong 石屋洞
'shi'wu'jian'tou 十五间头
'shi'xiang'lu 石祥路
'shi'xiang'xi'lu'gu'dun'lu'kou 石祥西路古墩路口
'shi'xiang'xi'lu'xi'yuan'lu'kou 石祥西路西园路口
'shi'xin'guang'chang 市心广场
'shi'xin'qiao 市心桥
'shi'yan'xiao'xue 实验小学
'shi'yi'hao'lu'er'shi'hao'da'jie'kou 十一号路二十号大街口
'shi'yi'hao'lu'shi'hao'da'jie'kou 十一号路十号大街口
'shi'yi'hao'lu'shi'liu'hao'da'jie'kou 十一号路十六号大街口
'shi'yi'yi'yuan 市一医院
'shi'zheng'fu 市政府
'shi'zhong'liu'yi'yuan 市肿瘤医院
'shi'zhu'tou 石柱头
'shi'zhu'yuan'cun 石竹园村
'shi'zi'gang'qiao 十字港桥
'shi'zi'kou 狮子口
'shi'zong'gong'hui 市总工会
'shou'fei'zhan 收费站
'shou'xiang 受降
'shu'cang'xian 墅藏线
'shu'guang'gong'yu 曙光公寓
'shu'guang'jia'yuan 曙光嘉园
'shu'lan'zhong'xue 树兰中学
'shu'lin'yuan 书林苑
'shu'nan'cun'lu'kou 蜀南村路口
'shu'nan'cun'pai 蜀南村牌
'shu'nan'zha 蜀南闸
'shu'peng'wang 树篷王
'shu'qi'meng 舒奇蒙
'shu'qiao 树桥
'shu'shan'jie'dao 蜀山街道
'shu'shan'jie'dao'ban'shi'chu 蜀山街道办事处
'shu'shan'jie'dao'ru'kou 蜀山街道入口
'shu'shan'lu'wai'huan'nan'lu'kou 蜀山路外环南路口
'shu'shan'lu'ya'tai'lu'kou 蜀山路亚太路口
'shu'shang'wang 墅上王
'shu'shang'wang'dong 墅上王东
'shu'shang'wang'nan 墅上王南
'shu'shang'wang'xi 墅上王西
'shuang'feng 双峰
'shuang'feng'cha'yun 双峰插云
'shuang'liang'ting 双凉亭
'shuang'lin'xiao'xue 双林小学
'shuang'ling'cun'wei 双灵村委
'shuang'ling'lu'bei'kou 双菱路北口
'shuang'ling'lu'kou 双菱路口
'shuang'ling'xiao'qu 双菱小区
'shuang'liu 双流
'shuang'liu'cun 双流村
'shuang'liu'cun'xi 双流村西
'shuang'long'cun 双龙村
'shuang'niu'da'sha 双牛大厦
'shuang'xi 双溪
'shuang'xi'che'zhan 双溪车站
'shuang'xi'piao'liu 双溪漂流
'shuang'xi'shang'jie 双溪上街
'shuang'xiao 双小
'shuang'xu'cun 双圩村
'shui'bi'yuan 水碧苑
'shui'bu'heng'lu 水埠横路
'shui'chang 水厂
'shui'cheng'qiao 水澄桥
'shui'ge'cun'kou 水阁村口
'shui'ge'li 水阁里
'shui'gong'qiao 水宫桥
'shui'gong'qiao'xi 水宫桥西
'shui'guo'shi'chang 水果市场
'shui'hong'miao 水洪庙
'shui'jian'ling 水尖岭
'shui'jing'gong'yuan 水景公园
'shui'kou 水口
'shui'le'dong 水乐洞
'shui'lian'yuan 水涟苑
'shui'lu'dou 水路斗
'shui'ni'chang 水泥厂
'shui'qi'yuan 水起苑
'shui'tian'fan'lu'kou 水田畈路口
'shui'wu'qiao 水坞桥
'shui'xiang'yuan'dong 水湘苑东
'shui'xie'hua'du 水榭花都
'shui'yang'qiao 水漾桥
'shui'yang'ren'jia 水漾人家
'shui'yang'ren'jia'nan 水漾人家南
'shui'ying'yuan 水映苑
'shui'yuan'cun 水源村
'shun'da'lu'kou 顺达路口
'shun'fa'mei'zhi'yuan 顺发美之园
'shun'hu 舜湖
'shun'tan'tou 顺潭头
'shun'yi'lu'kou 顺意路口
'si'bao 四堡
'si'chou'bo'wu'guan 丝绸博物馆
'si'chou'chang 丝绸厂
'si'gu'shan 思古山
'si'hao'da'jie'jiu'hao'lu'kou 四号大街九号路口
'si'hao'da'jie'kou'jiu'hao'lu'kou 四号大街口九号路口
'si'hao'da'jie'wu'hao'lu'dong'kou 四号大街五号路东口
'si'hao'da'jie'wu'hao'lu'kou 四号大街五号路口
'si'hao'pu'qiao 四号铺桥
'si'hao'qiao 四号桥
'si'hua 泗化
'si'hua'dong 泗化东
'si'hua'qu'kuai 四化区块
'si'ji'hua'cheng 四季花城
'si'ji'qing'fu'zhuang'jiao'yi'zhong'xin 四季青服装交易中心
'si'jiao'liang'ting 四角凉亭
'si'ling'cun'wei 泗岭村委
'si'qian 寺前
'si'shu'fang 四署方
'si'xi'cun 泗溪村
'si'xi'liang'ting 四喜凉亭
'si'xi'xia'cun 泗溪下村
'si'xiang'cun 四翔村
'si'zhi'nong'kou 丝织弄口
'si'zhou 泗州
'si'zhou 泗洲
'song'cheng 宋城
'song'dian 宋殿
'song'gang'ji'dian 松冈机电
'song'gang'ji'dian 松岗机电
'song'he'cun 松合村
'song'he'er'zu 松合二组
'song'he'xiao'qu 松合小区
'song'jia'cun 宋家村
'song'jia'shan 宋家山
'song'jia'shan'cun 宋家山村
'song'jia'tou 宋家头
'song'jiang'cun 宋江村
'song'mu'chang 松木场
'song'mu'chang'he'xi 松木场河西
'song'qiao'jie'wen'yuan'bei'lu'kou 松乔街文渊北路口
'song'shan'tou 嵩山头
'su'di 苏堤
'su'jia'cun 苏家村
'sun'jia'wu 孙家坞
'sun'jia'wu'she'qu 孙家坞社区
'suo'mei'jia'ju 索美家居
'suo'po'qiao 娑婆桥
'suo'qian'chu'zhong 所前初中
'suo'qian'jia'xiao 所前驾校
'suo'qian'shan'li'wang 所前山里王
'suo'qian'xiang'li'wang 所前祥里王
'suo'qian'yi'xiao 所前一小
'suo'qian'zhen'zheng'fu 所前镇政府
'ta'bian 塔边
'tai'an'lu'dan'feng'lu'kou 泰安路丹枫路口
'tai'gong'tang 太公堂
'tai'gong'tang'cun 太公堂村
'tai'he'hua'yuan 泰和花园
'tai'ning'lu 泰宁路
'tai'ning'lu'kou 泰宁路口
'tai'ning'lu'lu'kou 泰宁陆路口
'tai'ping'an 太平庵
'tai'ping'che'zhan 太平车站
'tai'ping'cun 太平村
'tai'ping'jie 太平街
'tai'ping'nong'she'qu 太平弄社区
'tai'ping'qiao 太平桥
'tai'ping'zhan 太平站
'tai'shan 泰山
'tai'shan'lu'kou 泰山路口
'tai'yan'xiao'xue'nan'qu 太炎小学南区
'tai'yang'cheng 太阳城
'tai'zhou'lu'kou 台州路口
'tai'zi'wan'gong'yuan 太子湾公园
'tan'tou 潭头
'tang'bei'cun 塘北村
'tang'bu 塘埠
'tang'gong'ju 塘工局
'tang'he'nan'cun 塘河南村
'tang'he'xin'cun 塘河新村
'tang'jia'cun 汤家村
'tang'jia'dun 唐家墩
'tang'jia'dun 塘家墩
'tang'jia'jing 唐家井
'tang'jia'li 汤家里
'tang'jia'qiao 唐家桥
'tang'jia'qiao 汤家桥
'tang'jia'qiao'dong 汤家桥东
'tang'jiao'lang 塘角廊
'tang'kou 塘口
'tang'nan'xiao'xue 塘南小学
'tang'ning'lu'kou 唐宁路口
'tang'ning'lu'kou 塘宁路口
'tang'qi 塘栖
'tang'qi'bin'guan 塘栖宾馆
'tang'qi'cun 塘栖村
'tang'qi'er'xiao 塘栖二小
'tang'qi'gong'jiao'zhong'xin'zhan 塘栖公交中心站
'tang'qi'he'zuo'yin'hang 塘栖合作银行
'tang'qi'lu'li'ren'lu'kou 塘栖路里仁路口
'tang'qi'san'xiao'lu'kou 塘栖三小路口
'tang'qi'san'zhong 塘栖三中
'tang'qi'shui'chang 塘栖水厂
'tang'qi'yi'xiao 塘栖一小
'tang'qi'yu'le'zhong'xin 塘栖娱乐中心
'tang'qi'yuan'man'lu'ting'che'chang 塘栖圆满路停车场
'tang'qi'zhan 塘栖站
'tang'qi'zhen 塘栖镇
'tang'qi'zhong'xue 塘栖中学
'tang'qian'gong'lu 塘乾公路
'tang'shan 汤山
'tang'tou'miao 塘头庙
'tang'tou'zhong 塘头钟
'tang'wan 塘湾
'tang'wan'cun 塘湾村
'tang'wu 塘坞
'tang'wu'li 塘坞里
'tang'xia 瑭下
'tang'xin'jie'hong'da'lu'kou 塘新街鸿达路口
'tang'xin'lu'kou 塘新路口
'tang'xin'xian'hong'da'lu'kou 塘新线鸿达路口
'tang'zi'yan 塘子堰
'tang'zi'yan'cun 塘子堰村
'tao'bei'xin'cun'bei 桃北新村北
'tao'bei'xin'cun'nan 桃北新村南
'tao'jia 陶家
'tao'jia'qiao 陶家桥
'tao'jia'tou 陶家头
'tao'ling'shan 桃岭山
'tao'shu'ling'jiao 桃树岭脚
'tao'yuan'gong'jiao'zhan 桃源公交站
'tao'yuan'li 桃园里
'tao'yuan'she'qu 桃源社区
'teng'cun'xi 滕村西
'teng'jia'cun 滕家村
'ti'yu'chang'lu 体育场路
'ti'yu'chang'lu'kou 体育场路口
'ti'yu'guan 体育馆
'ti'yu'lu 体育路
'ti'yu'zhong'xin 体育中心
'tian'cheng'dong'lu'shang'sha'lu'kou 天城东路上沙路口
'tian'cheng'lu'fan'jia'lu'kou 天城路范家路口
'tian'cheng'lu'gong'jiao'zhan 天城路公交站
'tian'di'fang'zhi 天地纺织
'tian'du'cheng 天都城
'tian'du'cheng'tian'xing'yuan 天都城天星苑
'tian'du'gong'yuan 天都公园
'tian'feng'cun 田丰村
'tian'feng'yuan 天凤苑
'tian'he'fu'chun'wan 天河富春湾
'tian'he'hua'yuan 天河花园
'tian'he'hua'yuan 天河花苑
'tian'he'lu'xin'si'lu'kou 天荷路新丝路口
'tian'he'lu'xin'tian'lu'kou 天荷路新天路口
'tian'he'xi'lu 天荷西路
'tian'he'xiao'qu 天河小区
'tian'hong'bai'huo 天虹百货
'tian'hu'yuan 天湖苑
'tian'hua'lu'kou 天华路口
'tian'hui'yuan 天汇园
'tian'kai'he'zhong 天开河中
'tian'le'cun 天乐村
'tian'mu'gao'zhong 天目高中
'tian'mu'lu'nan'kou 天目路南口
