'a'gong'yan 阿公岩
'da'ao'gong'zhong'ma'tou 大澳公众码头
'da'ao'men 大坳门
'da'ao'men'hui'xuan'chu 大坳门回旋处
'da'bai'tian'jie 大白田街
'da'bao'ge 大宝阁
'da'bu'an'ci'lu 大埔安慈路
'da'bu'an'xiang'lu 大埔安祥路
'da'bu'bao'xiang'jie 大埔宝乡街
'da'bu'bao'xiang'qiao 大埔宝乡桥
'da'bu'cui'yi'jie 大埔翠怡街
'da'bu'da'chang'jie 大埔大昌街
'da'bu'da'fa'jie 大埔大发街
'da'bu'da'fu'jie 大埔大富街
'da'bu'da'gui'jie 大埔大贵街
'da'bu'da'hong'jie 大埔大宏街
'da'bu'da'shun'jie 大埔大顺街
'da'bu'da'xi'jie 大埔大喜街
'da'bu'dao 大埔道
'da'bu'dao'tiao'wang'chu 大埔道眺望处
'da'bu'dong'xiao'fang'ju 大埔东消防局
'da'bu'gong'lu 大埔公路
'da'bu'gong'ye'cun 大埔工业邨
'da'bu'gong'zhong'yong'chi 大埔公众泳池
'da'bu'guang'chang 大埔广场
'da'bu'guang'fu'dao 大埔广福道
'da'bu'hai'bin'gong'yuan 大埔海滨公园
'da'bu'jiao'gong'yuan 大埔滘公园
'da'bu'jie'shi 大埔街市
'da'bu'jiu'xu'gong'yuan 大埔旧墟公园
'da'bu'lu'hui'lu 大埔露辉路
'da'bu'na'da'su'yi'yuan'zong'zhan 大埔那打素医院总站
'da'bu'nan'sheng'jie 大埔南盛街
'da'bu'ping'an'li 大埔平安里
'da'bu'san'men'zai'lu 大埔三门仔路
'da'bu'tai'he'lu 大埔太和路
'da'bu'tou 大埔头
'da'bu'tou'zong'zhan 大埔头总站
'da'bu'wei 大埔尾
'da'bu'wen'yu'zhong'xin 大埔文娱中心
'da'bu'xiang'shi'hui'jie 大埔乡事会街
'da'bu'xu 大埔墟
'da'bu'xu'gang'tie'zhan 大埔墟港铁站
'da'bu'xu'jie'shi 大埔墟街市
'da'bu'xu'tie'lu'zhan 大埔墟铁路站
'da'bu'xu'tie'lu'zhan'zong'zhan 大埔墟铁路站总站
'da'bu'xu'zhan 大埔墟站
'da'bu'yi'tian'bai'huo 大埔一田百货
'da'bu'yi'yuan 大埔医院
'da'bu'yun'tou'jiao'li 大埔运头角里
'da'bu'yun'tou'jie 大埔运头街
'da'bu'zai 大埔仔
'da'bu'zai'ao 大埔仔坳
'da'bu'zai'ba'shi'zhan 大埔仔巴士站
'da'bu'zai'cun 大埔仔村
'da'bu'zheng'fu'he'shu 大埔政府合署
'da'bu'zhong'xin 大埔中心
'da'bu'zhong'xin'zong'zhan 大埔中心总站
'da'chang'xing'shi'pin'jia'gong'ji'wu'liu'zhong'xin 大昌行食品加工及物流中心
'da'cheng'jie 大成街
'da'cheng'xiao'xue 大成小学
'da'dao'cun 大道村
'da'dong 大东
'da'dong 大洞
'da'dong'dian'bao'ju 大东电报局
'da'fu'hao'ye'zong'hui 大富豪夜总会
'da'fu'jie 大富街
'da'gu'ling 打鼓岭
'da'gu'ling'dao 打鼓岭道
'da'gu'ling'xin'cun 打鼓岭新村
'da'gui'jie 大贵街
'da'he'dao 大河道
'da'hua 大华
'da'huan 大环
'da'huan'dao'dong'yu'ren'ma'tou 大环道东渔人码头
'da'huan'tou'lu 大环头路
'da'hui'tang 大会堂
'da'hui'tang'yong'chi 大会堂泳池
'da'jiang'pu 大江埔
'da'jiang'pu'cun 大江埔村
'da'jiao'zui 大角咀
'da'jiao'zui'da'tong'xin'cun'zong'zhan 大角咀大同新邨总站
'da'jiao'zui'dao 大角咀道
'da'jiao'zui'dao'ba'shi'zhan 大角咀道巴士站
'da'jiao'zui'dian'li'zhan 大角咀电力站
'da'jiao'zui'jie'shi 大角咀街市
'da'jiao'zui'zhong'hui'jie 大角咀中汇街
'da'keng 大坑
'da'keng'dao 大坑道
'da'keng'dong'cun 大坑东邨
'da'keng'dong'cun'ba'shi'zhan 大坑东邨巴士站
'da'keng'dong'dao 大坑东道
'da'keng'dong'hui'kang 大坑东惠康
'da'keng'dong'you'le'chang 大坑东游乐场
'da'keng'jing 大坑径
'da'keng'xi'cun 大坑西村
'da'keng'xi'cun 大坑西邨
'da'keng'xi'jie 大坑西街
'da'kou'huan'dao 大口环道
'da'kou'huan'gen'de'gong'jue'fu'ren'er'tong'yi'yuan 大口环根德公爵夫人儿童医院
'da'lan 大榄
'da'lan'sui'dao 大榄隧道
'da'lan'sui'dao'shou'fei'guang'chang 大榄隧道收费广场
'da'lan'sui'dao'zhuan'che'zhan 大榄隧道转车站
'da'lan'yong 大榄涌
'da'lan'yong'jing'cha'su'she 大榄涌警察宿舍
'da'lang 大朗
'da'lang'wan 大浪湾
'da'lang'wan'dao 大浪湾道
'da'lao'shan'sui'dao 大老山隧道
'da'lao'shan'sui'dao'shou'fei'guang'chang 大老山隧道收费广场
'da'li'jie 大利街
'da'li'zhong'xin 达利中心
'da'long'jie 大陇街
'da'long'jie 大龙街
'da'lu'kou 大路口
'da'mei'du 大美督
'da'mei'du'zong'zhan 大美督总站
'da'mo'dao 大磨刀
'da'nan'jie 大南街
'da'nan'xi'jie 大南西街
'da'niu'hu 大牛湖
'da'peng'wan 大鹏湾
'da'ping 大坪
'da'qiao'cun 大桥村
'da'qiao'jie'shi 大桥街市
'da'qiao'lu 大桥路
'da'sheng'wei 大生围
'da'sheng'wei'xiang'gong'suo 大生围乡公所
'da'shi'gu 大石鼓
'da'shi'hu 打石湖
'da'shi'hu'cun 打石湖村
'da'shi'hu'shi'tang 打石湖石塘
'da'shu'wan 大树湾
'da'shu'xia 大树下
'da'shui'keng 大水坑
'da'tan 大滩
'da'tan 大潭
'da'tan'dao 大潭道
'da'tan'du'shui'tang 大潭笃水塘
'da'tan'jiao'ye'gong'yuan 大潭郊野公园
'da'tan'shao'kao'chang 大滩烧烤场
'da'tan'shui'tang 大潭水塘
'da'tan'shui'tang'dao 大潭水塘道
'da'tang 大棠
'da'tang'hu 大塘湖
'da'tang'hui'xuan'chu 大棠回旋处
'da'tang'lu 大棠路
'da'tang'shan'lu 大棠山路
'da'tong'xin'cun 大同新村
'da'tong'xin'cun 大同新邨
'da'tong'xin'cun'da'quan'lou 大同新邨大全楼
'da'tou'ling 大头岭
'da'tou'zhou 大头洲
'da'wang'dong'jie 大王东街
'da'wang'gong 大王宫
'da'wang'xia'cun 大王下村
'da'wang'zai 大网仔
'da'wang'zai'hu'wai'xun'lian'ying 大网仔户外训练营
'da'wang'zai'xin'cun 大网仔新村
'da'wei 大围
'da'wei'dao 大围道
'da'wei'di'tie'zhan 大围地铁站
'da'wei'gang'tie'zhan 大围港铁站
'da'wei'hui'feng 大围汇丰
'da'wei'hui'feng'yin'hang 大围汇丰银行
'da'wei'huo'che'zhan 大围火车站
'da'wei'jie'shi 大围街市
'da'wei'tie'lu'zhan 大围铁路站
'da'wei'tie'lu'zhan'zong'zhan 大围铁路站总站
'da'wei'xin'cun 大围新村
'da'wei'zhan 大围站
'da'wo 大窝
'da'wo'kou 大窝口
'da'wo'kou'cun 大窝口邨
'da'wo'kou'cun'fu'an'lou 大窝口邨富安楼
'da'wo'kou'cun'fu'gui'lou 大窝口邨富贵楼
'da'wo'kou'cun'fu'hua'lou 大窝口邨富华楼
'da'wo'kou'di'tie'zhan 大窝口地铁站
'da'wo'kou'gang'tie 大窝口港铁
'da'wo'kou'gang'tie'zhan 大窝口港铁站
'da'wo'kou'gong'ye'da'sha 大窝口工业大厦
'da'wo'kou'jie'shi 大窝口街市
'da'wo'kou'tie'lu'zhan 大窝口铁路站
'da'wo'ping 大窝坪
'da'wo'qiao'di'ba'shi'zhan 大窝桥底巴士站
'da'wo'xi'zhi'lu 大窝西支路
'da'xi'qing 大喜庆
'da'xing'cun 大兴邨
'da'xing'hua'yuan 大兴花园
'da'xing'jie 大兴街
'da'xing'jing'shu 大兴警署
'da'xing'shang'chang 大兴商场
'da'xing'ti'yu'guan 大兴体育馆
'da'xing'zong'zhan 大兴总站
'da'xue 大学
'da'xue'huo'che'zhan 大学火车站
'da'xue'tang 大学堂
'da'xue'tie'lu'zhan 大学铁路站
'da'ya'zhou 大鸦洲
'da'yi'xue'yuan 大一学院
'da'yong'dao'fu'lai'cun 大涌道福来邨
'da'yong'kou 大涌口
'da'you'da'sha 大有大厦
'da'you'jie 大有街
'da'yu'shan 大屿山
'da'yuan'cun 大元邨
'da'zhi'lu 达之路
'da'zhuan'ping'jie 打砖坪街
'dai'lin'zhi'fu'ren'zhen'liao'suo 戴麟趾夫人诊疗所
'dai'lin'zhi'fu'ren'zhen'suo 戴麟趾夫人诊所
'dai'lin'zhi'kang'fu'zhong'xin 戴麟趾康复中心
'dai'lin'zhi'zhen'suo 戴麟趾诊所
'dan'feng'lou 丹凤楼
'dan'gan'shan'lu 担杆山路
'dan'gui'cun 丹桂村
'dan'gui'lu 丹桂路
'dan'shui'keng 担水坑
'dan'zhu'keng 丹竹坑
'dang'dai'zhong'xue 当代中学
'dao'feng'shan 道风山
'dao'xiang 稻香
'de'ai'zhong'xue 德爱中学
'de'fu'dao'xi 德辅道西
'de'fu'guang'chang 德福广场
'de'fu'hua'yuan 德福花园
'de'fu'hua'yuan'zong'zhan 德福花园总站
'de'hai'jie'zong'zhan 德海街总站
'de'hong'da'sha 德宏大厦
'de'hou'jie 德厚街
'de'ji'li'shi'jie 德忌利士街
'de'jing'lou 德敬楼
'de'kang'lou 德康楼
'de'lan'zhong'xue 德兰中学
'de'le'lou 德乐楼
'de'li'jie 德立街
'de'long'lou 德隆楼
'de'min'jie 德民街
'de'quan'lou 德全楼
'de'sheng'lou 德盛楼
'de'shi'gu'dao 德士古道
'de'tian'cun'de'kang'lou 德田邨德康楼
'de'tian'guang'chang 德田广场
'de'tian'shang'chang 德田商场
'de'wang'xue'xiao 德望学校
'de'xin'zhong'xue 德信中学
'de'xing'da'sha 德兴大厦
'de'ya'zhong'xue 德雅中学
'deng'da'shi'jie 登打士街
'deng'jing'bo 邓镜波
'deng'long'jie 登龙街
'deng'zhao'jian'yun'dong'chang 邓肇坚运动场
'di'bai'hai'wan 帝柏海湾
'di'bao'cheng 帝堡城
'di'du'jiu'dian 帝都酒店
'di'er'jie 第二街
'di'guo'jiu'dian 帝国酒店
'di'guo'zhong'xin 帝国中心
'di'hao'ao'yun 帝豪奥运
'di'hao'hai'jing 帝豪海景
'di'hao'hua'yuan 帝豪花园
'di'hou'hua'ting 帝后华庭
'di'jin'lu 地锦路
'di'jing'feng 帝景峰
'di'jing'jiu'dian 帝景酒店
'di'jing'ju 帝景居
'di'jing'tai 帝景台
'di'jing'yuan 帝景园
'di'li'gen'de'li 地利根德里
'di'li'ya'xiu'nv'zhong'xue 地利亚修女中学
'di'mian'yun'shu'zhong'xin 地面运输中心
'di'qin'wan 帝琴湾
'di'shi'ni 迪士尼
'di'shi'ni'le'yuan 迪士尼乐园
'di'tie'che'chang 地铁车厂
'di'ting'xuan 帝庭轩
'di'ting'yuan 帝庭园
'di'xin'hu'huo'dong'zhong'xin 迪欣湖活动中心
'di'xin'yuan 帝欣苑
'di'yi'cheng 第一城
'di'yi'cheng'bao'cheng'jie 第一城宝城街
'di'yi'cheng'huo'che'zhan 第一城火车站
'di'yi'cheng'tie'lu'zhan 第一城铁路站
'di'yi'cheng'zhong'xin 第一城中心
'di'yi'cheng'zong'zhan 第一城总站
'di'yi'jie 第一街
'di'yuan'jiu'dian 帝苑酒店
'dian'chang'jie 电厂街
'dian'chang'jie'huang'du'xi'yuan 电厂街皇都戏院
'dian'che'chang 电车厂
'dian'li'chang 电力厂
'dian'li'zhan 电力站
'dian'nao'te'qu 电脑特区
'dian'qi'dao 电气道
'dian'qi'dao'jie'shi 电气道街市
'dian'shi'cheng 电视城
'dian'xun'da'sha 电讯大厦
'dian'ye'cheng 电业城
'dian'zhao'dao 电照道
'dian'zhao'jie 电照街
'diao'su'hua'yuan 雕塑花园
'die'cui'feng 蝶翠峰
'die'cui'hao'ting 叠翠豪庭
'die'he'shi'jie 爹核士街
'ding'da'hui'li 鼎大汇力
'ding'fu'jie 定富街
'ding'hui'si 定慧寺
'dong'ao 东澳
'dong'bao'ting'dao 东宝庭道
'dong'bian'jie 东边街
'dong'cheng'li 东成里
'dong'da'zhong'xin 东达中心
'dong'di'wan'pan 东堤湾畔
'dong'dian'hua'dian'zi'ling'jian 东电化电子零件
'dong'fa'da'sha 东发大厦
'dong'fang'bao'ye 东方报业
'dong'fang'bao'ye'zhong'xin 东方报业中心
'dong'fang'hua'yuan 东方花园
'dong'fang'shi'you 东方石油
'dong'fu'lou'she'qu'zhong'xin 东福楼社区中心
'dong'gang'cheng 东港城
'dong'gang'zhong'xin 东港中心
'dong'guan'xue'xiao 东莞学校
'dong'guang'dao 东光道
'dong'hai'jiu'dian 东海酒店
'dong'hai'shang'ye'zhong'xin 东海商业中心
'dong'hu'jiu'dian 东湖酒店
'dong'hua'dong'yuan 东华东院
'dong'hua'yi'yuan 东华医院
'dong'hui'cheng 东荟城
'dong'jian'da'sha 东建大厦
'dong'jing'jie 东京街
'dong'jing'jie'xi 东京街西
'dong'jiu'long'fen'qu'yi'yuan 东九龙分区医院
'dong'long'dao 东隆道
'dong'long'lou 东龙楼
'dong'long'zhou 东龙洲
'dong'pu'tuo 东普陀
'dong'qing'jie 冬青街
'dong'qu'hai'di'sui'dao 东区海底隧道
'dong'qu'hai'di'sui'dao'shou'fei'guang'chang 东区海底隧道收费广场
'dong'qu'shang'ye 东区商业
'dong'qu'yi'yuan 东区医院
'dong'qu'yi'yuan'zong'zhan 东区医院总站
'dong'qu'you'de'yi'yuan 东区尤德医院
'dong'qu'zou'lang 东区走廊
'dong'sha'dao'jie 东沙岛街
'dong'shan'tai 东山台
'dong'sheng'dao 东胜道
'dong'sheng'yuan 东盛苑
'dong'ting'lou 洞庭楼
'dong'tou 东头
'dong'tou'cun 东头村
'dong'tou'cun 东头邨
'dong'tou'cun'dao 东头邨道
'dong'tou'cun'gang'tie'zhan 东头村港铁站
'dong'tou'cun'kang'dong'lou 东头邨康东楼
'dong'tou'cun'zong'zhan 东头邨总站
'dong'tou'gong'ye'qu 东头工业区
'dong'tou'wei'cun'gong'suo 东头围村公所
'dong'wan 东湾
'dong'wan'tou 东湾头
'dong'xi'yuan 东熹苑
'dong'xi'yuan'jing'xi'ge 东熹苑景熹阁
'dong'xi'yuan'yi'xi'ge 东熹苑逸熹阁
'dong'xiao'ge 东晓阁
'dong'xin'yuan 东欣苑
'dong'xing'lou 东兴楼
'dong'ya'shang'chang 东亚商场
'dong'ya'yin'hang 东亚银行
'dong'yi 东翼
'dong'ying'da'sha 东英大厦
'dong'yong 东涌
'dong'yong'dao'ba'shi'zhan 东涌道巴士站
'dong'yong'dao'lu'kou 东涌道路口
'dong'yong'lan'che'zhan 东涌缆车站
'dong'yong'long'jing'tou 东涌龙井头
'dong'yong'pao'tai 东涌炮台
'dong'yong'pao'tai'dong 东涌炮台东
'dong'yong'shi'men'jia'dao 东涌石门甲道
'dong'yong'tie'lu'zhan 东涌铁路站
'dong'yong'tie'lu'zhan'ba'shi'zong'zhan 东涌铁路站巴士总站
'dong'yong'xiao'fang'ju 东涌消防局
'dong'yong'xin'fa'zhan'ma'tou 东涌新发展码头
'dong'yong'zhan 东涌站
'dong'yuan 东园
'dong'zheng'dao 东正道
'dong'zi 洞梓
'dou'hui'da'sha 都会大厦
'dou'hui'fang 都会坊
'dou'hui'hai'yi 都会海逸
'dou'hui'tian'feng 都会天峯
'dou'hui'xuan 都会轩
'du'chuan'jie 渡船街
'du'chuan'jie'sui'dao'kou 渡船街隧道口
'du'chuan'jie'wen'hua'lou 渡船街文华楼
'du'hua'lu 渡华路
'du'juan'lou 杜鹃楼
'du'lao'zhi'dao 杜老志道
'du'lun'ma'tou 渡轮码头
'du'wu'cun 杜屋村
'dui'heng'dao 对衡道
'dui'mian 对面
'dui'mian'hai 对面海
'duo'sheng'da'sha 多盛大厦
'duo'shi 多石
'duo'shi'jie 多实街
'e'yu'shan 鳄鱼山
'en'ping'dao 恩平道
'er'deng'hua'ting 尔登华庭
'er'hao'jian'cha'zha 二号检查闸
'er'hao'ke'yun'da'lou 二号客运大楼
'er'qi 二期
'fa'guo'guo'ji'xue'xiao 法国国际学校
'fa'guo'wen'hua'xie'hui 法国文化协会
'fa'guo'yi'yuan 法国医院
'fa'hua'yuan 法华苑
'fa'ke'zhong'xue 筏可中学
'fa'xiang'jie 发祥街
'fa'xiang'jie'xi 发祥街西
'fa'zang'si 法藏寺
'fan'chuan'jie 帆船街
'fan'xin'da'dao 范信达道
'fang'ma'pu 放马莆
'fang'shan 仿膳
'fang'shu'quan'xiao'xue 方树泉小学
'fang'wu'shu'da'lou 房屋署大楼
'fang'wu'wei'yuan'hui 房屋委员会
'fang'wu'wei'yuan'hui'zong'bu 房屋委员会总部
'fang'wu'zong'shu 房屋总署
'fei'cui'dao 翡翠道
'fei'cui'hua'yuan 翡翠花园
'fei'e'shan 飞鹅山
'fei'ji'ran'liao'ku 飞机燃料库
'fei'ji'wei'xiu'qu 飞机维修区
'fei'lin'ming'dao 菲林明道
'fei'long'tai 飞龙台
'fen'jin'gong'lu 粉锦公路
'fen'ling 粉岭
'fen'ling'bie'shu 粉岭别墅
'fen'ling'cai'pan'shu 粉岭裁判署
'fen'ling'di'ting'xuan 粉岭帝庭轩
'fen'ling'gang'tie'zhan 粉岭港铁站
'fen'ling'he'xing'lu 粉岭和兴路
'fen'ling'le'he'jie 粉岭乐和街
'fen'ling'long'yue'tou'jin'long'wei'men'lou 粉岭龙跃头觐龙围门楼
'fen'ling'lou 粉岭楼
'fen'ling'lou'cun 粉岭楼村
'fen'ling'ma'shi'lu 粉岭马适路
'fen'ling'ming'du 粉岭名都
'fen'ling'tie'lu'zhan 粉岭铁路站
'fen'ling'xiao'fang'ju 粉岭消防局
'fen'ling'yong'chi 粉岭泳池
'fen'ling'zhan 粉岭站
'fen'ling'zhi'fu'wei 粉岭置福围
'fen'ling'zhong'xin 粉岭中心
'fen'ni'jie 芬尼街
'fen'yu'jie 分域街
'feng'chi'cun 凤池村
'feng'chi'lu 凤池路
'feng'de'cun 凤德邨
'feng'de'cun'jie'shi 鳯德邨街市
'feng'de'dao 凤德道
'feng'de'gong'yuan 凤德公园
'feng'de'shang'chang 凤德商场
'feng'hua'cun 峰华邨
'feng'hua'cun'xiao'feng'lou 峰华邨晓峰楼
'feng'huang'cun 凤凰邨
'feng'ji'xiang 逢吉乡
'feng'ji'xiao'xue 奉基小学
'feng'jiang'cun 凤降村
'feng'jing'da'sha 峯景大厦
'feng'jing'da'sha 峰景大厦
'feng'jing'hua'yuan 丰景花园
'feng'jing'yao'zhong'xue 冯敬尧中学
'feng'jing'yuan 丰景园
'feng'jing'yuan'zhan 丰景园站
'feng'le'jiu'dian 丰乐酒店
'feng'li'gong'ye'zhong'xin 丰利工业中心
'feng'li'lou 丰力楼
'feng'lin'ge 丰林阁
'feng'long'gong'ye'zhong'xin 丰隆工业中心
'feng'nan'lu 凤南路
'feng'ping'shan'bo'wu'guan 冯平山博物馆
'feng'sheng'jie 丰盛街
'feng'sheng'jie'jing'cha'su'she 丰盛街警察宿舍
'feng'shu'jie 枫树街
'feng'shu'wo'lu 枫树窝路
'feng'shu'wo'lu'ba'shi'zhan 枫树窝路巴士站
'feng'shu'wo'ti'yu'guan 枫树窝体育馆
'feng'shun'jie 丰顺街
'feng'wu'jie 凤舞街
'feng'xi'di'yi'zhong'xue 凤溪第一中学
'feng'xi'xiao'xue 凤溪小学
'feng'xia'dao 峰霞道
'feng'xiang'jie 凤翔街
'feng'xiang'lu 凤翔路
'feng'xing'lou 丰兴楼
'feng'xiu'lu 凤秀路
'feng'yi'da'sha 凤仪大厦
'feng'yuan 凤园
'feng'yuan'lu 凤园路
'feng'yuan'you'le'chang 凤园游乐场
'feng'ze'lou 丰泽楼
'feng'zuan'yuan 凤钻苑
'fo'guang'jie 佛光街
'fo'jiao 佛教
'fo'jiao'fen'chang 佛教坟场
'fo'jiao'lao'ren'yuan 佛教老人院
'fo'jiao'li'jia'cheng'hu'li'an'lao'yuan 佛教李嘉诚护理安老院
'fo'jiao'yi'yuan 佛教医院
'fo'jiao'zheng'hui'xiao'xue 佛教正慧小学
'fo'jiao'zheng'jue'zhong'xue 佛教正觉中学
'fo'jiao'zhi'lian'xiao'xue 佛教志莲小学
'fo'jiao'zhi'lian'zhong'xue 佛教志莲中学
'fu'an 福安
'fu'an'ba'shi'zong'zhan 富安巴士总站
'fu'an'hua'yuan 富安花园
'fu'an'hua'yuan 福安花园
'fu'an'hua'yuan'ba'shi'zong'zhan 富安花园巴士总站
'fu'an'lou 富安楼
'fu'bao'hua'yuan 富宝花园
'fu'cai'jie 阜财街
'fu'chang'cun 富昌邨
'fu'chang'cun'fu'wang'lou 富昌邨富旺楼
'fu'chang'cun'fu'yun'lou 富昌邨富韵楼
'fu'chang'shang'chang 富昌商场
'fu'cheng'ge 富城阁
'fu'cheng'jiu'dian 富城酒店
'fu'da'guang'chang 富达广场
'fu'de'jie 福德街
'fu'de'zhong'xin 富德中心
'fu'dong'guang'chang 富东广场
'fu'dong'shang'chang 富东商场
'fu'gui'jie 富贵街
'fu'gui'lou 富贵楼
'fu'hao'dong'fang 富豪东方
'fu'hao'dong'fang'jiu'dian 富豪东方酒店
'fu'hao'hai'wan 富豪海湾
'fu'hao'hua'yuan 富豪花园
'fu'hao'ji'chang'jiu'dian 富豪机场酒店
'fu'hao'jia'yuan 富豪家园
'fu'hao'jiu'dian 富豪酒店
'fu'heng'cun 富亨邨
'fu'heng'cun 福亨村
'fu'heng'cun'heng'rong'lou 富亨邨亨荣楼
'fu'heng'da'sha 富恒大厦
'fu'heng'shang'chang 富亨商场
'fu'heng'zong'zhan 富亨总站
'fu'hua'jie 富华街
'fu'hua'jie 福华街
'fu'hua'jie'xiu'qi'gong'yuan 福华街休憩公园
'fu'hua'lou 富华楼
'fu'hui'si 福慧寺
'fu'jia'ban'shan 富甲半山
'fu'jia'ge 富嘉阁
'fu'jian'hua'yuan 富健花园
'fu'jian'zhong'xue 福建中学
'fu'jing'hua'yuan 富景花园
'fu'jing'zong'bu 辅警总部
'fu'kang 富康
'fu'kang'hua'yuan 富康花园
'fu'kang'hui'kang'fu'zhong'xin 扶康会康复中心
'fu'kang'jie 福康街
'fu'kang'jie'xiao'ba 福康街小巴
'fu'lai'cun'yong'kang'lou 福来邨永康楼
'fu'lai'cun'yong'le'lou 福来邨永乐楼
'fu'lai'cun'zhong'guo'yin'hang 福来村中国银行
'fu'lao'cun'dao 福佬村道
'fu'li'hua'yuan 富丽花园
'fu'li'hui 福利会
'fu'li'jie 福利街
'fu'li'lai'shang'ye'da'sha 富利来商业大厦
'fu'li'yi'liao'yang'yuan 傅丽仪疗养院
'fu'li'yuan 富丽园
'fu'lin'yuan 富林苑
'fu'mei'jie 富美街
'fu'min'lu 福民路
'fu'ming'da'sha 福明大厦
'fu'ming'jie 富明街
'fu'ming'yuan 富明苑
'fu'ning'hua'yuan 富宁花园
'fu'qiang'yuan 富强苑
'fu'quan'jie 福全街
'fu'quan'shan 福全山
'fu'ren'jie 辅仁街
'fu'ren'yuan 富仁苑
'fu'rong'bie 芙蓉别
'fu'rong'hua'yuan 富荣花园
'fu'rong'jie 福荣街
'fu'rong'shan'xin'cun 芙蓉山新村
'fu'shan 富善
'fu'shan'cun 富山邨
'fu'shan'cun'zong'zhan 富善邨总站
'fu'shan'dao 斧山道
'fu'shan'dao'yun'dong'chang 斧山道运动场
'fu'shan'zong'zhan 富山总站
'fu'shun'jie 福顺街
'fu'tai 富泰
'fu'tai'cun 富泰邨
'fu'tai'cun'zong'zhan 富泰邨总站
'fu'wei'lou 富围楼
'fu'xi'jie 福喜街
'fu'xin'dao 富欣道
'fu'xin'hua'yuan 富欣花园
'fu'xin'jie 福欣街
'fu'yao'lou 富瑶楼
'fu'yi'dao 富怡道
'fu'yi'hua'yuan 富怡花园
'fu'you'da'sha 富祐大厦
'fu'ze'hua'yuan 富泽花园
'gan'de'dao 干德道
'gan'nuo'dao'xi 干诺道西
'gan'nuo'dao'zhong 干诺道中
'gan'quan'jie 甘泉街
'gan'quan'jie'ba'shi'zong'zhan 甘泉街巴士总站
'gan'su'jie 甘肃街
'gang'an'yi'yuan 港安医院
'gang'ao'ma'tou 港澳码头
'gang'ao'ma'tou'ba'shi'zong'zhan 港澳码头巴士总站
'gang'bei'jie'hua'yuan 岗背街花园
'gang'bei'jie'xiu'qi'hua'yuan 岗背街休憩花园
'gang'da'yi'xue'yuan 港大医学院
'gang'dao'min'sheng'shu'yuan 港岛民生书院
'gang'dao'xi'fei'wu'zhuan'yun'zhan 港岛西废物转运站
'gang'dao'zhong'xue 港岛中学
'gang'jing'feng 港景峰
'gang'jing'zhong'xin 港晶中心
'gang'jiu'chao'zhou'gong'xue 港九潮州公学
'gang'li'jiu'dian 港丽酒店
'gang'li'zhong'xin 港利中心
'gang'lian'er'cun 港莲二村
'gang'long'zhong'hang'da'sha 港龙中航大厦
'gang'te'zhao'kang'zhan 港鐡兆康站
'gang'tie 港铁
'gang'tie'che'gong'miao'zhan 港铁车公庙站
'gang'tie'da'wei'zhan 港铁大围站
'gang'tie'dong'zhan 港铁东站
'gang'tie'jiu'long'wan'zhan 港铁九龙湾站
'gang'tie'jiu'long'zhan 钢铁九龙站
'gang'tie'kui'fang'zhan 港铁葵芳站
'gang'tie'sha'tian'zhan 港铁沙田站
'gang'tie'tai'zi'zhan 港铁太子站
'gang'tie'tian'shui'wei'zhan 港铁天水围站
'gang'tie'tun'men'zhan 港铁屯门站
'gang'tie'wang'jiao'dong'zhan 港铁旺角东站
'gang'tie'wang'jiao'zhan 港铁旺角站
'gang'tie'you'ma'di'zhan 港铁油麻地站
'gang'tie'yuan'lang'zhan 港铁元朗站
'gang'tie'zhan 港铁站
'gang'tie'zhao'kang'zhan 港铁兆康站
'gang'wan 港湾
'gang'wan'hao'ting 港湾豪庭
'gang'wei'da'sha 港威大厦
'gang'wei'dui'mian 港威对面
'gang'yun'cheng 港运城
'gao'chao'dao 高超道
'gao'chao'jing 高超径
'gao'deng'dian'nao 高登电脑
'gao'deng'fa'yuan 高等法院
'gao'er'fu'qiu'chang 高尔夫球场
'gao'jie 高街
'gao'jun'yuan 高俊苑
'gao'le'hua'yuan 高乐花园
'gao'lei'zhong'xue 高雷中学
'gao'pu 高埔
'gao'pu'cun 高埔村
'gao'shan'dao 高山道
'gao'shan'ju'chang 高山剧场
'gao'shan'tai 高山台
'gao'sheng 高昇
'gao'sheng'jie 高陞街
'gao'sheng'tai 高盛台
'gao'shi'da'dao 告士打道
'gao'shi'da'dao'wei'yuan 告士打道维园
'gao'shi'wei'dao 高士威道
'gao'su'gong'lu 高速公路
'gao'tang 高塘
'gao'tang'xia'yang 高塘下洋
'gao'wei'ge 高威阁
'gao'ya'jiu'dian 高雅酒店
'gao'yi 高怡
'gao'yi'cun 高怡邨
'gao'zhu'jiao'shu'yuan 高主教书院
'ge'dun'dao 歌顿道
'ge'er'fu'qiu'chang 哥尔夫球场
'ge'he'lao'jie 歌和老街
'ge'lian'chen'jiao 歌连臣角
'ge'lian'chen'jie 歌连臣街
'ge'liang'hong'yi'yuan 葛量洪医院
'ge'tang 蛤塘
'ge'tian 隔田
'gen'de'dao 根德道
'gong'an 公庵
'gong'chang'jie 工厂街
'gong'gong'yun'shu'jiao'hui'chu 公共运输交汇处
'gong'jue'da'sha 公爵大厦
'gong'le'da'sha 功乐大厦
'gong'li'xiao'xue 公立小学
'gong'li'yi'ju 公立医局
'gong'min'cun 公民村
'gong'ye'cun 工业邨
'gong'ye'cun'ba'shi'zong'zhan 工业邨巴士总站
