'ai'er'bu'lang'ji 埃尔布朗基
'bu'jian'shi'yong'pin'du 部件使用频度
'bu'jian'zu'zi'pin'du 部件组字频度
'bu'jiao'fu'xiang 不交付项
'bu'jin 步进
'bu'jin'dian'ji 步进电机
'bu'jing'que'tui'li 不精确推理
'bu'jing'que'zhong'duan 不精确中断
'bu'jin'kong'zhi 步进控制
'bu'ju 布局
'bu'ju'ce'lue 布局策略
'bu'ju'gui'ze 布局规则
'bu'ju'jie'di'gui'ze 布局接地规则
'bu'ke'chong'fu'du 不可重复读
'bu'ke'cun'qu'de 不可存取的
'bu'ke'da'mu'di'di 不可达目的地
'bu'ke'da'xing 步可达性
'bu'ke'di'lai 不可抵赖
'bu'ke'fen'ge'de 不可分割的
'bu'ke'fen'ye'dong'tai'qu 不可分页动态区
'bu'ke'kao'jin'cheng 不可靠进程
'bu'ke'ni'jia'mi 不可逆加密
'bu'ke'pan'ding'wen'ti 不可判定问题
'bu'ma 补码
'bu'ma'qi 补码器
'bu'qi'yong 不启用
'bu'que'ding'tui'li 不确定推理
'bu'que'ding'xing'tui'li 不确定性推理
'bu'que'ding'zheng'ju 不确定证据
'bu'que'ding'zhi'shi 不确定知识
'bu'se 补色
'bu'shu'qing'dan 部署清单
'bu'shu'tu 部署图
'bu'si'cheng'fa'qi 布思乘法器
'bu'si'suan'fa 布思算法
'bu'tou'ming'du 不透明度
'bu'wan'quan'pai'cuo 不完全排错
'bu'wan'quan'shu'ju 不完全数据
'bu'wan'quan'xing 不完全性
'bu'wan'quan'xing'li'lun 不完全性理论
'bu'wan'quan'xin'xi 不完全信息
'bu'xian 布线
'bu'xian'cheng'xu 布线程序
'bu'xian'gui'ze 布线规则
'bu'xu'lie 步序列
'bu'yi'zhi'xing 不一致性
'bu'yu'biao'ji 补语标记
'bu'zhong'xing 不重性
'ca'bian'cheng'zhi'du'cun'chu'qi 擦编程只读存储器
'ca'chu 擦除
'cai'ban'ce'lue 采办策略
'cai'ban'ji'hua 采办计划
'cai'dan 菜单
'cai'dan'lan 菜单栏
'cai'dian 踩点
'cai'fei'yang 采飞扬
'cai'jian'ban 裁剪板
'cai'jian'qu'mian 裁剪曲面
'cai'se'ban'diao 彩色半调
'cai'se'da'yin'ji 彩色打印机
'cai'se'tu'xiang 彩色图像
'cai'se'tu'xing'shi'pei'qi 彩色图形适配器
'cai'se'tu'xing'zhen'lie 彩色图形阵列
'cai'se'wang'luo 彩色网络
'cai'se'xian'shi 彩色显示
'cai'se'xian'shi'qi 彩色显示器
'cai'wu'yi'ti'hua'ruan'jian 财务一体化软件
'cai'wu'zhu'guan 财务主管
'cai'xin'ling'sheng 彩信铃声
'cai'yang 采样
'cai'yang'cha'jian 采样插件
'cai'yang'fang'shi 采样方式
'cai'yang'fen'bu 采样分布
'cai'yang'kong'zhi 采样控制
'cai'yang'pin'lv 采样频率
'cai'yang'qi 采样器
'cai'yang'su'lv 采样速率
'cai'yang'wu'cha 采样误差
'cai'yang'xi'tong 采样系统
'cai'yang'zao'sheng 采样噪声
'cai'yang'zhou'qi 采样周期
'can'cuo'lv 残错率
'cang'ku'wen'jian 仓库文件
'can'jian 参见
'can'kao 参考
'can'kao'dian'yuan 参考电源
'can'kao'jian'kong 参考监控
'can'kao'ma 参考码
'can'kao'zhen 参考帧
'can'liu'shu'ju 残留数据
'can'shu 参数
'can'shu'ce'shi 参数测试
'can'shu'chuan'di 参数传递
'can'shu'gu'ji 参数估计
'can'shu'gu'zhang 参数故障
'can'shu'hua'lei'xing 参数化类型
'can'shu'hua'she'ji 参数化设计
'can'shu'ji'he 参数几何
'can'shu'kong'jian 参数空间
'can'shu'qu'mian'ni'he 参数曲面拟合
'can'shu'xin'xi 参数信息
'can'shu'yue'shu 参数约束
'can'yu'zhe 参与者
'can'zhao'wan'zheng'xing 参照完整性
'cao'gao'zhi'liang 草稿质量
'cao'hao 槽号
'cao'pai'xu 槽排序
'cao'qun 槽群
'cao'zong'gan 操纵杆
'cao'zuo'bao 操作包
'cao'zuo'biao 操作表
'cao'zuo'ce'shi 操作测试
'cao'zuo'fu 操作符
'cao'zuo'gui'cheng 操作规程
'cao'zuo'guo'cheng 操作过程
'cao'zuo'kai'guan 操作开关
'cao'zuo'kong'zhi 操作控制
'cao'zuo'kong'zhi'qi 操作控制器
'cao'zuo'ma 操作码
'cao'zuo'ming'ling 操作命令
'cao'zuo'que'ren 操作确认
'cao'zuo'shi'wu 操作失误
'cao'zuo'shu 操作数
'cao'zuo'xi'tong 操作系统
'cao'zuo'xi'tong'bing'du 操作系统病毒
'cao'zuo'xi'tong'chu'li'qi 操作系统处理器
'cao'zuo'xi'tong'gong'neng 操作系统功能
'cao'zuo'xi'tong'gou'jian 操作系统构件
'cao'zuo'xi'tong'guan'li'cheng'xu 操作系统管理程序
'cao'zuo'xi'tong'jian'kong'cheng'xu 操作系统监控程序
'cao'zuo'xi'tong'xing'bing'du 操作系统型病毒
'cao'zuo'yuan'li 操作原理
'cao'zuo'yuan'ming'ling 操作员命令
'cao'zuo'yuan'shou'ce 操作员手册
'cao'zuo'yu'yi 操作语义
'ce'bian'lan 侧边栏
'ce'ding'fang'fa 测定方法
'ce'liang'fan'wei 测量范围
'ce'lue'guan'li 策略管理
'ce'lue'guan'li'ji'gou 策略管理机构
'ceng'ci'cun'chu'xi'tong 层次存储系统
'ceng'ci'fen'jie 层次分解
'ceng'ci'fen'xi'chu'li 层次分析处理
'ceng'ci'jie'gou 层次结构
'ceng'ci'jie'gou'tu 层次结构图
'ceng'ci'mo'xing 层次模型
'ceng'ci'shi'wen'jian'xi'tong 层次式文件系统
'ceng'ci'shu'ju'ku 层次数据库
'ceng'ci'shu'ju'mo'xing 层次数据模型
'ceng'ci'wang 层次网
'ceng'ci'xu'lie'jian'ma 层次序列键码
'ceng'die'yang'shi'biao 层叠样式表
'ceng'xi'cheng'xiang 层析成像
'ceng'xi'shu 层析术
'ceng'ya'ban 层压板
'ce'shi 测试
'ce'shi'ban 测试板
'ce'shi'bao'gao 测试报告
'ce'shi'bei'jing 测试背景
'ce'shi'ce'lue 测试策略
'ce'shi'cheng'xu 测试程序
'ce'shi'cun'qu'duan'kou 测试存取端口
'ce'shi'dian 测试点
'ce'shi'fu'gai 测试覆盖
'ce'shi'gui'yue 测试规约
'ce'shi'guo'cheng 测试过程
'ce'shi'huan'lu 测试环路
'ce'shi'hui'lu 测试回路
'ce'shi'jie'duan 测试阶段
'ce'shi'ji'hua 测试计划
'ce'shi'ke'chong'fu'xing 测试可重复性
'ce'shi'li'cheng 测试例程
'ce'shi'ma'sheng'cheng'cheng'xu 测试码生成程序
'ce'shi'ming'ling 测试命令
'ce'shi'mu'di 测试目的
'ce'shi'ping'gu 测试评估
'ce'shi'ping'shen 测试评审
'ce'shi'qu'dong'cheng'xu 测试驱动程序
'ce'shi'qu'dong'qi 测试驱动器
'ce'shi'ren'wu 测试任务
'ce'shi'ri'zhi 测试日志
'ce'shi'she'bei 测试设备
'ce'shi'sheng'cheng 测试生成
'ce'shi'shi'jian 测试时间
'ce'shi'shu'ju 测试数据
'ce'shi'shu'ju'sheng'cheng'cheng'xu 测试数据生成程序
'ce'shi'shun'xu 测试顺序
'ce'shi'tai 测试台
'ce'shi'tan'zhen 测试探针
'ce'shi'tao'ju 测试套具
'ce'shi'ti'shi 测试提示
'ce'shi'wen'ben 测试文本
'ce'shi'xiang'ying 测试响应
'ce'shi'yi 测试仪
'ce'shi'yong'li 测试用例
'ce'shi'yong'li'sheng'cheng'cheng'xu 测试用例生成程序
'ce'shi'you'xiao'xing 测试有效性
'ce'shi'yun'xing 测试运行
'ce'shi'yu'shi 测试谕示
'ce'shi'yu'yan 测试语言
'ce'shi'zheng'hou 测试症候
'ce'shi'zhi'shi'fu 测试指示符
'ce'shi'zhi'shi'qi 测试指示器
'ce'shi'zi'yuan 测试资源
'ce'shi'zong'he 测试综合
'ce'shi'zong'jie 测试总结
'ce'yi'zhi 侧抑制
'cha'bu'cheng'xu 插补程序
'cha'bu'qi 插补器
'cha'cao 插槽
'cha'cuo 差错
'cha'cuo'biao 差错表
'cha'cuo'fan'wei 差错范围
'cha'cuo'hui'fu 差错恢复
'cha'cuo'jian'ce 差错检测
'cha'cuo'jian'ce'ma 差错检测码
'cha'cuo'jiao'yan 差错校验
'cha'cuo'jiao'yan'xi'tong 差错校验系统
'cha'cuo'kong'zhi 差错控制
'cha'cuo'kong'zhi'bian'ma 差错控制编码
'cha'cuo'qian'fu'qi 差错潜伏期
'cha'cuo'zhi'shi'dian'lu 差错指示电路
'cha'dong'xin'hao'qu'dong'qi 差动信号驱动器
'cha'fen'dian'ya'xin'hao 差分电压信号
'cha'fen'fang'shi 差分方式
'cha'fen'mai'ma'tiao'zhi 差分脉码调制
'cha'fen'mi'ma'fen'xi 差分密码分析
'cha'fen'shuang'jiao'xian 差分双绞线
'chai'fen 拆分
'chai'xian 拆线
'cha'ji 叉积
'cha'jian 插件
'cha'jian'ban 插件板
'cha'jian'bian'yuan'lian'jie'qi 插件边缘连接器
'cha'jian'dao'gui 插件导轨
'cha'jian'jia 插件架
'cha'jian'lan 插件栏
'cha'jie'jian'rong'ji'suan'ji 插接兼容计算机
'cha'kan 查看
'cha'kan'guo'lv'ri'zhi 查看过滤日志
'cha'kan'yuan'dai'ma 查看源代码
'cha'kong 插孔
'cha'kong'ban 插孔板
'chang'die 唱碟
'chang'di'gu'zhang 场地故障
'chang'di'zi'zhi 场地自治
'chang'du'yu 长度域
'chang'gui'mi'ma'ti'zhi 常规密码体制
'chang'gui'xin'xi'xi'tong 常规信息系统
'chang'gui'xuan'xiang 常规选项
'chang'jian'wen'ti 常见问题
'chang'ju'li'yi'cun'guan'xi 长距离依存关系
'chang'liang 常量
'chang'liang'shuo'ming 常量说明
'chang'pin 场频
'chang'qi'xiang'guan'xing 长期相关性
'chang'shi'tui'li 常识推理
'chang'shi'wu'guan'li 长事务管理
'chang'shi'yu'yi'xue 常识语意学
'chang'shu'chuan'bo 常数传播
'chang'shu'he'bing 常数合并
'chang'wai'xin'xi 场外信息
'chang'wei'fen'fang'cheng 常微分方程
'chang'wen'jian'ming 长文件名
'chang'yong'ci 常用词
'chang'yong'duan'kou 常用端口
'chang'yong'ruan'jian 常用软件
'chang'zheng'shu 长整数
'chang'zhu'cao'zuo'xi'tong 常驻操作系统
'chang'zhu'ci'pan'cao'zuo'xi'tong 常驻磁盘操作系统
'chang'zhu'kong'zhi'cheng'xu 常驻控制程序
'chan'pin'an'quan 产品安全
'chan'pin'ce'shi 产品测试
'chan'pin'gui'ge'shuo'ming 产品规格说明
'chan'pin'gui'yue 产品规约
'chan'pin'ku 产品库
'chan'pin'ren'zheng 产品认证
'chan'pin'shu'ju'guan'li 产品数据管理
'chan'rao'xing'shi 缠绕形式
'chan'sheng'shi'gui'ze 产生式规则
'chan'sheng'shi'xi'tong 产生式系统
'chan'sheng'shi'yu'yan'zhi'shi 产生式语言知识
'chao'biao'liang 超标量
'chao'biao'liang'jie'gou 超标量结构
'chao'chang'wen'ben 超长文本
'chao'chang'zheng'wen 超长正文
'chao'chang'zhi'ling'zi 超长指令字
'chao'chi'kong'zhi 超驰控制
'chao'dao'cun'chu'qi 超导存储器
'chao'di'wei'su'lv'bian'ma 超低位速率编码
'chao'dui'xiang 超对象
'chao'gao'su'ji'cheng'dian'lu 超高速集成电路
'chao'gui'jie 超归结
'chao'jian 抄件
'chao'ji'bian'yi'cheng'xu 超级编译程序
'chao'ji'bian'yi'qi 超级编译器
'chao'ji'cao'zuo 超级操作
'chao'ji'fu'wu'qi 超级服务器
'chao'ji'ji'suan 超级计算
'chao'ji'ji'suan'ji 超级计算机
'chao'ji'ke'hu 超级客户
'chao'ji'mu'ma 超级木马
'chao'ji'shi'pin'tu'xing'shi'pei'qi 超级视频图形适配器
'chao'ji'tuo'fang 超级拖放
'chao'ji'xiao'xing'ji'suan'ji 超级小型计算机
'chao'ji'xuan'feng 超级旋风
'chao'ji'xun'jing 超级巡警
'chao'ji'ying'die 超级影碟
'chao'ji'yong'hu 超级用户
'chao'lei 超类
'chao'lian'jie 超链接
'chao'li'fang'ti 超立方体
'chao'liu'shui'xian 超流水线
'chao'liu'shui'xian'jie'gou 超流水线结构
'chao'mei'ti 超媒体
'chao'qian'bu'chang 超前补偿
'chao'shan'qu 超扇区
'chao'sheng'bo'chuan'gan'qi 超声波传感器
'chao'shi 超时
'chao'shi'kong'zhi 超时控制
'chao'shi'pin 超视频
'chao'tu'shu'ju'jie'gou 超图数据结构
'chao'wen'ben 超文本
'chao'wen'ben'biao'ji'yu'yan 超文本标记语言
'chao'wen'ben'chuan'shu'xie'yi 超文本传输协议
'chao'wen'ben'chuan'song'xie'yi 超文本传送协议
'chao'wen'ben'lian'jie 超文本链接
'chao'wen'ben'zhi'biao'yu'yan 超文本置标语言
'chao'wen'jian'chao'wen'ben 超文件超文本
'chao'xian'cheng 超线程
'chao'xian'cheng'ji'shu 超线程技术
'chao'xian'wen 朝鲜文
'chao'yan'yi 超演绎
'chao'yu'jie'shi 超预解式
'cha'qi'fu'hao 查讫符号
'cha'ru'cheng'yuan 插入成员
'cha'ru'lie 插入列
'cha'ru'pai'xu 插入排序
'cha'ru'wei'zhi 插入位置
'cha'ru'wen'ben 插入文本
'cha'ru'wen'ben'hang 插入文本行
'cha'ru'xiang'mu 插入项目
'cha'ru'yi'chang 插入异常
'cha'ru'zi'jie'ji 插入字节集
'cha'se'biao 查色表
'cha'sha 查杀
'cha'shu 叉树
'cha'xun'fen'xi'qi 查询分析器
'cha'xun'you'hua 查询优化
'cha'xun'yu'yan 查询语言
'cha'ya'kong'zhi'qi 差压控制器
'cha'yan 查验
'cha'zhao 查找
'cha'zhao'bian'yuan 查找边缘
'cha'zhao'ji'lu 查找记录
'cha'zhao'qi 查找器
'cha'zhao'shi'jian 查找时间
'cha'zhen 插针
'cha'zhen'ya'li 插针压力
'cha'zhi 插值
'cha'zhi'fa 插值法
'cha'zuo 插座
'che'chu 撤除
'chen'bi'du 衬比度
'chen'di 沉底
'chen'di 衬底
'cheng'ben'feng'xian'fen'xi 成本风险分析
'cheng'ben'xiao'yi 成本效益
'cheng'ben'xiao'yi'fen'xi 成本效益分析
'cheng'fa'qi 乘法器
'cheng'fen'jie'gou 成分结构
'cheng'fen'yu'yi'xue 成分语义学
'cheng'ji'mi'ma 乘积密码
'cheng'ji'qu'mian 乘积曲面
'cheng'kong'jiao'huan 程控交换
'cheng'nuo 承诺
'cheng'shang'ji'cun'qi 乘商寄存器
'cheng'shi'she'ji'yu'yan 程式设计语言
'cheng'shu'du 成熟度
'cheng'xiang 成像
'cheng'xu 程序
'cheng'xu'ban'ben'hao 程序版本号
'cheng'xu'bao'hu 程序保护
'cheng'xu'bei'zhu 程序备注
'cheng'xu'bian'xie 程序编写
'cheng'xu'bian'yi 程序变异
'cheng'xu'ce'lue 程序策略
'cheng'xu'chi 程序池
'cheng'xu'chong'ding'wei 程序重定位
'cheng'xu'chong'shi 程序重试
'cheng'xu'chuan'bo'qi 程序传播器
'cheng'xu'cun'chu 程序存储
'cheng'xu'cun'chu'ji'suan'ji 程序存储计算机
'cheng'xu'cun'chu'yuan'li 程序存储原理
'cheng'xu'dai'shu 程序代数
'cheng'xu'diao'du 程序调度
'cheng'xu'diao'du'cheng'xu 程序调度程序
'cheng'xu'duan 程序段
'cheng'xu'duan'biao 程序段表
'cheng'xu'dui'huan 程序对换
'cheng'xu'fen'ye'gong'neng 程序分页功能
'cheng'xu'gai'yao'fen'xi 程序概要分析
'cheng'xu'gao'shou 程序高手
'cheng'xu'ge'li 程序隔离
'cheng'xu'ge'shi 程序格式
'cheng'xu'gui'yue 程序规约
'cheng'xu'hua'fen 程序划分
'cheng'xu'ji 程序集
'cheng'xu'ji'bian'liang 程序集变量
'cheng'xu'ji'cun'qi 程序寄存器
'cheng'xu'jie'xian'jian'kong 程序界限监控
'cheng'xu'ji'he 程序集合
'cheng'xu'ji'huan'cun 程序集缓存
'cheng'xu'ji'qing'dan 程序集清单
'cheng'xu'ji'shu'qi 程序计数器
'cheng'xu'ji'yuan'shu'ju 程序集元数据
'cheng'xu'ju'bu'xing 程序局部性
'cheng'xu'kai'fa 程序开发
'cheng'xu'kong'zhi 程序控制
'cheng'xu'kong'zhi'yu'ju 程序控制语句
'cheng'xu'ku 程序库
'cheng'xu'kuai 程序块
'cheng'xu'kuo'zhan 程序扩展
'cheng'xu'lei'xing 程序类型
'cheng'xu'li'jie 程序理解
'cheng'xu'luo'ji'dan'yuan 程序逻辑单元
'cheng'xu'min'gan'gu'zhang 程序敏感故障
'cheng'xu'ming'cheng 程序名称
'cheng'xu'que'ren 程序确认
'cheng'xu'she'ji 程序设计
'cheng'xu'she'ji'fang'fa'xue 程序设计方法学
'cheng'xu'she'ji'huan'jing 程序设计环境
'cheng'xu'she'ji'ji'shu 程序设计技术
'cheng'xu'she'ji'luo'ji 程序设计逻辑
'cheng'xu'she'ji'yu'yan 程序设计语言
'cheng'xu'she'ji'zhi'chi'huan'jing 程序设计支持环境
'cheng'xu'sheng'cheng 程序生成
'cheng'xu'sheng'cheng'cheng'xu 程序生成程序
'cheng'xu'sheng'cheng'qi 程序生成器
'cheng'xu'tan'ce 程序探测
'cheng'xu'ti'xi'jie'gou 程序体系结构
'cheng'xu'xiu'gai 程序修改
'cheng'xu'yan'zheng 程序验证
'cheng'xu'yan'zheng'qi 程序验证器
'cheng'xu'yi'chang 程序异常
'cheng'xu'you'xian'ji 程序优先级
'cheng'xu'yuan'dai'ma 程序原代码
'cheng'xu'yuan'zuo'ye 程序员作业
'cheng'xu'zan'ting 程序暂停
'cheng'xu'zheng'que'xing 程序正确性
'cheng'xu'zheng'que'xing'zheng'ming 程序正确性证明
'cheng'xu'zhi 程序纸
'cheng'xu'zhi'chi'ku 程序支持库
'cheng'xu'zhi'liang 程序质量
'cheng'xu'zhi'ling 程序指令
'cheng'xu'zhuang'ru'cao'zuo 程序装入操作
'cheng'xu'zhuang'ru'cheng'xu 程序装入程序
'cheng'xu'zhuang'tai 程序状态
'cheng'xu'zhuang'tai'zi'ji'cun'qi 程序状态字寄存器
'cheng'xu'zhuan'huan 程序转换
'cheng'xu'zhuan'huan'fang'fa 程序转换方法
'cheng'xu'zong'he 程序综合
'cheng'yuan 成员
'cheng'yuan'bian'liang 成员变量
'cheng'yuan'dui'xiang 成员对象
'cheng'yuan'fang'fa 成员方法
'cheng'yuan'fu'wu'qi 成员服务器
'cheng'yuan'han'shu 成员函数
'cheng'yuan'lei 成员类
'cheng'yuan'nei'bu'lei 成员内部类
'cheng'yuan'shu'xing 成员属性
'cheng'yuan'wen'ti 成员问题
'cheng'yu'wang 城域网
'cheng'zhou'jie'gou 承轴结构
'cheng'zi'bu'jian 成字部件
'cheng'zu'bian'ma'ji'lu 成组编码记录
'cheng'zu'chuan'song 成组传送
'cheng'zu'chuan'song'su'lv 成组传送速率
'cheng'zu'fen'ye 成组分页
'chen'jin'gan 沉浸感
'chen'jin'shi'xu'ni'xian'shi 沉浸式虚拟现实
'chen'shu'xing'zhi'shi 陈述性知识
'che'xiao 撤消
'che'xiao'huan'yuan 撤销还原
'che'xiao'lie'biao 撤销列表
'che'xiao'yuan'yu 撤消原语
'chi'cun'qu'dong 尺寸驱动
'chi'du'chuan'gan'qi 尺度传感器
'chi'du'kong'jian 尺度空间
'chi'jiu'xing 持久性
'chong'cai'yang 重采样
'chong'chuan 重传
'chong'die 重叠
'chong'die'chu'li 重叠处理
'chong'die'ci'chong'fu 重迭词重复
'chong'die'ji'cun'qi'chuang'kou 重叠寄存器窗口
'chong'ding'shi 重定时
'chong'ding'shi'bian'huan 重定时变换
'chong'ding'xiang 重定向
'chong'ding'xiang'cao'zuo'fu 重定向操作符
'chong'ding'xiang'fu'hao 重定向符号
'chong'ding'yi 重定义
'chong'ding'yi'shu'zu 重定义数组
'chong'di'zhi'jian'yan 重地址检验
'chong'du 重读
'chong'fa 重发
'chong'fang'gong'ji 重放攻击
'chong'fen'gong'bu 充分公布
'chong'fen'kai'fang'shi'sao'miao 充分开放式扫描
'chong'fu'bian'jie'xiang'su 重复边界像素
'chong'fu'biao'zhi 重复标识
'chong'fu'ci'shu'ji'shu'qi 重复次数计数器
'chong'fu'jian'yan 重复检验
'chong'fu'xing 重复性
'chong'fu'xuan'ze'pai'xu 重复选择排序
'chong'gou 重构
'chong'hui'ju'shan'chu 重汇聚扇出
'chong'jian 重建
'chong'jian'lv'bo'qi 重建滤波器
'chong'ji'bo 冲击波
'chong'ji'bo'bing'du 冲击波病毒
'chong'kong'xun'jing 虫孔寻径
'chong'ma 重码
'chong'ma'zi'ci'shu 重码字词数
'chong'pei'zhi 重配置
'chong'qi 重启
'chong'qi'dong 重启动
'chong'ru'jian'du'ma 重入监督码
'chong'shi 重试
'chong'shi'xun'jing 虫蚀寻径
'chong'shu 重数
'chong'tu 冲突
'chong'tu'ji 冲突集
'chong'tu'jian'bie 冲突鉴别
'chong'tu'jian'ce 冲突检测
'chong'tu'jie'gou 冲突结构
'chong'tu'tiao'jie 冲突调解
'chong'tu'xiang'liang 冲突向量
'chong'tu'xiao'jie 冲突消解
'chong'wei'fen'bu 重尾分布
'chong'xian'ji'qi'ren 重现机器人
'chong'xie 重写
'chong'xie'gui'ze 重写规则
'chong'xie'qi'bing'du 重写器病毒
'chong'xin'an'zhuang 重新安装
'chong'xin'cha'xun 重新查询
'chong'xin'chu'shi'hua 重新初始化
'chong'xin'ding'yi 重新定义
'chong'xin'guan'lian'ming'cheng 重新关联名称
'chong'xin'lian'jie 重新连接
'chong'xin'qi'dong 重新启动
'chong'xin'qi'dong'ao'you 重新启动傲游
'chong'xin'yun'xing 重新运行
'chong'yan 重演
'chong'yan'shi 重言式
'chong'yan'shi'gui'ze 重言式规则
'chong'ying 重影
'chong'you'cheng'xu 重邮程序
'chong'you'qi 重邮器
'chong'yun'xing'dian 重运行点
'chong'yun'xing'li'cheng 重运行例程
'chong'zai 重载
'chong'zai'fen'xi 重载分析
'chong'zu 重组
'chong'zuo 重做
'chou'e'bao'wen 丑恶报文
'chou'mi'xing 稠密性
'chou'xiang 抽象
'chou'xiang'ceng'ci 抽象层次
'chou'xiang'chuang'kou'gong'ju'xiang 抽象窗口工具箱
'chou'xiang'fang'fa 抽象方法
'chou'xiang'han'shu 抽象函数
'chou'xiang'ji 抽象机
'chou'xiang'lei 抽象类
'chou'xiang'shu'ju'lei'xing 抽象数据类型
'chou'xiang'ti 抽象体
'chou'xiang'wu 抽象物
'chou'xiang'xing 抽象性
'chou'xiang'yu'yan'zu 抽象语言族
'chuan'bing 串并
'chuan'bing'zhuan'huan'qi 串并转换器
'chuan'bo'cha'cuo 传播差错
'chuan'bo'wu'cha 传播误差
'chuan'cheng'zi 传承字
'chuan'dao'leng'que 传导冷却
'chuan'di'bi'bao 传递闭包
'chuan'di'han'shu 传递函数
'chuan'di'han'shu'yi'lai 传递函数依赖
'chuan'di'jian'yue 传递简约
'chuan'di'xiang'guan'xing 传递相关性
'chuan'di'xing 传递性
'chuan'gan'qi 传感器
'chuan'gei'han'shi'de'zhi 传给函式的值
'chuang'jian'dui'xiang 创建对象
'chuang'jian'mu'lu 创建目录
'chuang'jian'ri'qi 创建日期
'chuang'jian'tu'pian'dui'xiang 创建图片对象
'chuang'jian'yuan'jiao'chuang'kou 创建圆角窗口
'chuang'jian'yuan'yu 创建原语
'chuang'kou 窗口
'chuang'kou'biao'ti 窗口标题
'chuang'kou'cheng'xu'ji 窗口程序集
'chuang'kou'da'xiao 窗口大小
'chuang'kou'gou'jian 窗口构件
'chuang'kou'guan'li'qi 窗口管理器
'chuang'kou'han'shu 窗口函数
'chuang'kou'jie'tu 窗口截图
'chuang'kou'ju'bing 窗口句柄
'chuang'kou'shi'xu'ni'xian'shi 窗口式虚拟现实
'chuang'kou'tou'ming'zai'ru 窗口透明载入
'chuang'kou'zhuang'tai'kong'zhi 窗口状态控制
'chuang'kou'zu'jian 窗口组件
'chuang'ru 闯入
'chuang'ti 窗体
'chuan'gui'yue'ji 串归约机
'chuang'zuo'yu'yan 创作语言
'chuan'hang'da'yin'ji 串行打印机
'chuan'hang'jia'fa'qi 串行加法器
'chuan'hang'pai'xu 串行排序
'chuan'hang'xian'lu'wang'ji'xie'yi 串行线路网际协议
'chuan'hua'qi 串化器
'chuan'ji'kong'zhi 串级控制
'chuan'kong'ka 穿孔卡
'chuan'kong'zei'mu'ma 穿孔贼木马
'chuan'kou 串口
'chuan'kou'ying'pan 串口硬盘
'chuan'lian'duan'jie 串联端接
'chuan'lian'duan'jie'xian 串联端接线
'chuan'lian'pi'pei 串联匹配
'chuan'lian'zu'ni 串联阻尼
'chuan'lian'zu'ni'dian'zu 串联阻尼电阻
'chuan'pi'pei 串匹配
'chuan'rao 串扰
'chuan'rao'fu'du 串扰幅度
'chuan're 传热
'chuan'sheng'qi 传声器
'chuan'shu 传输
'chuan'shu'ceng'an'quan'xie'yi 传输层安全协议
